15.75,-0.38137,8.0769,1.757
15.78,-0.61292,8.1995,1.1441
15.81,-0.50395,8.3901,0.61292
15.84,-0.42223,8.7715,0.69464
15.87,-0.69464,9.4661,1.3348
15.9,-0.91256,10.651,2.1793
15.93,-0.42223,12.572,1.2258
15.96,0.76274,12.762,-0.8036
15.99,1.3348,11.455,-1.7979
16.02,0.84446,11.536,-2.7241
16.05,0.27241,11.754,-2.6423
16.08,-0.42223,11.414,-1.4574
16.11,-0.50395,11.141,-0.27241
16.14,0.081722,11.114,0.84446
16.17,-0.42223,10.651,1.0351
16.2,-1.2667,9.3844,-0.27241
16.23,-0.99429,8.0496,-1.1441
16.26,-0.19068,7.5865,-0.29965
16.29,-0.34051,7.464,0.23155
16.32,-0.76274,7.2733,0.61292
16.35,-0.8036,7.1643,0.92618
16.38,-0.61292,7.4367,1.0351
16.41,-1.1169,8.0769,0.84446
16.44,-1.8387,8.4991,0.42223
16.47,-2.1112,8.6898,0.57205
16.5,-1.9886,9.3844,0.88532
16.53,-1.9205,9.7658,0.8036
16.56,-2.261,9.7658,1.1441
16.59,-2.4108,10.079,1.3076
16.62,-1.2667,11.754,0.040861
16.65,-0.081722,12.912,-0.23155
16.68,-0.23155,12.449,0.34051
16.71,-0.42223,13.402,0.65378
16.74,0.19068,13.484,0.23155
16.77,-0.040861,11.836,0.34051
16.8,-0.69464,10.883,0.69464
16.83,-0.91256,9.8884,0.040861
16.86,-0.61292,8.3493,-0.27241
16.89,-0.57205,7.3141,0.19068
16.92,-0.46309,6.7829,0.69464
16.95,-0.27241,7.3958,1.1441
16.98,0.040861,8.6898,1.9477
17.01,0,9.1937,1.8796
17.04,-0.27241,9.003,0.88532
17.07,-0.19068,9.4661,0.14982
17.1,-0.040861,10.147,0.27241
17.13,-0.42223,10.42,0.61292
17.16,-0.72188,10.379,1.4574
17.19,-1.3757,10.883,2.0294
17.22,-1.6072,12.721,0.50395
17.251,-0.34051,13.144,-0.57205
17.28,0.34051,10.924,-0.10896
17.31,1.076,8.8124,0
17.345,1.3348,8.1177,-0.10896
