30.48,-1.7979,6.7421,-1.9205
30.51,-1.6072,5.3664,-1.2258
30.54,-2.833,6.17,-1.6889
30.57,-3.7865,8.0769,-3.337
30.6,-4.1814,9.616,-3.4459
30.63,-3.0646,9.2755,-2.1384
30.66,-2.9829,8.6625,-0.040861
30.69,-3.337,8.2812,1.1441
30.72,-3.3642,7.8589,0.84446
30.75,-2.9556,7.2733,0.31327
30.78,-3.0237,7.355,0.19068
30.81,-3.4459,7.464,0.42223
30.84,-3.5958,7.464,0.27241
30.87,-3.7592,7.3141,0.14982
30.9,-4.4402,8.1586,0.10896
30.93,-5.0531,10.569,-0.42223
30.96,-4.6718,11.182,-0.84446
30.991,-6.4288,11.686,-0.46309
31.02,-7.7772,13.988,-0.34051
31.05,-5.7069,13.103,-2.2201
31.081,-3.3642,10.46,-1.6481
31.11,-1.9205,8.3901,-0.69464
31.14,-0.99429,8.0088,-0.76274
31.17,-0.29965,8.0496,-0.65378
31.2,0.57205,9.1937,-0.84446
31.23,0.14982,9.6977,-1.1441
31.261,-1.7979,8.54,-0.72188
31.29,-3.6366,7.5048,-0.38137
31.32,-4.1814,6.9328,0
31.35,-3.5277,6.851,0.19068
31.38,-2.7922,7.2052,0
31.41,-3.2553,7.8181,0.19068
31.44,-3.7592,8.0769,0.84446
31.47,-3.5958,8.0769,1.185
31.5,-3.5958,7.8181,0.95342
31.53,-3.9499,7.8862,1.1169
31.56,-4.9033,9.112,1.3348
31.59,-5.8159,10.76,0.50395
31.62,-5.8976,11.305,1.185
31.65,-6.6331,12.953,2.7649
31.68,-6.5514,13.402,1.0351
31.71,-4.6309,11.414,-1.2258
31.74,-2.1112,8.1586,-1.6072
31.77,-0.53119,6.7012,-1.9477
31.8,-0.91256,6.7421,-1.5663
31.83,-3.1054,8.0769,-2.4925
31.86,-4.8216,9.4661,-3.5277
31.89,-5.094,9.4661,-2.4108
31.92,-3.8682,8.6217,-0.10896
31.95,-2.7513,8.1995,0.76274
31.98,-2.1112,8.1177,0.50395
32.01,-1.9477,7.5865,0.38137
32.04,-2.0294,7.1643,0.34051
32.07,-2.833,7.246,0.10896
32.1,-3.909,7.3141,0.50395
32.13,-4.2087,7.2733,0.27241
32.16,-4.1406,7.355,-0.23155
32.19,-4.2495,8.431,0.14982
32.22,-4.3994,10.733,-0.23155
32.25,-3.9499,11.727,-0.46309
32.28,-5.598,11.536,0.53119
32.31,-7.5865,12.98,1.4165
32.34,-6.5105,12.367,-0.040861
32.37,-3.6366,10.61,-1.4982
32.4,-2.1384,8.8124,-0.8036
32.43,-1.757,8.1177,-0.61292
32.46,-1.076,8.8532,-0.8036
32.49,0.081722,9.8475,-0.95342
32.52,0.92618,9.6977,-1.4574
32.55,-1.5255,7.9679,-1.1441
32.58,-3.2553,6.9736,-0.42223
32.61,-3.7184,6.7421,0.19068
32.64,-3.4051,6.7829,0.040861
32.67,-3.2553,6.8238,0.040861
32.7,-3.8682,7.3958,0.92618
32.73,-4.4811,7.9679,1.6072
32.76,-4.7535,8.0496,1.1169
32.79,-4.5901,7.464,0.10896
32.821,-4.6718,7.4367,1.185
32.85,-4.8216,8.7715,1.5663
32.88,-4.9033,10.42,0.61292
32.91,-5.2847,12.108,1.2667
32.94,-5.8567,14.015,2.261
32.97,-4.8216,15.023,0.92618
33.013,-3.2553,12.108,-1.185
33.05,-2.1112,7.5457,-1.3076
33.08,-1.7298,5.1757,-0.69464
33.125,-2.8739,6.4016,-2.1112
33.16,-4.4811,9.5751,-3.4459
33.2,-4.3313,9.3436,-2.8739
33.24,-3.2553,8.8124,-0.081722
33.27,-3.0237,8.3493,1.0351
33.3,-2.5606,7.7364,0.61292
33.33,-2.1384,7.1643,0.14982
33.36,-2.1384,7.0145,0.34051
33.39,-3.0646,7.1234,0.61292
33.42,-3.9499,7.2052,0.46309
33.45,-4.1814,7.246,0.081722
33.538,-4.2087,8.0088,-0.040861
33.57,-4.7535,10.038,-1.0351
33.611,-4.2495,9.5342,-0.69464
33.64,-5.9793,9.8066,0.92618
33.671,-7.3141,12.177,0.88532
33.7,-6.0883,11.986,-0.69464
33.731,-3.9499,9.7658,-1.0351
33.76,-2.9829,8.3493,-1.0351
33.805,-2.5334,7.355,-1.4574
33.841,-2.4925,7.8589,-0.19068
33.87,-2.1112,9.2755,-0.69464
33.901,-1.6481,9.6977,-0.57205
33.93,-1.7979,9.3436,0.040861
33.962,-2.833,8.2812,0.34051
33.99,-3.7865,7.4367,0.61292
34.021,-4.2495,7.1234,0.10896
34.05,-4.5628,7.3958,-0.23155
34.081,-5.0123,7.5457,0.61292
34.11,-5.094,7.6955,1.5663
34.141,-4.7944,7.927,1.5391
34.17,-4.3994,7.6683,1.1169
34.201,-4.0589,7.8862,0.46309
34.23,-3.6775,9.0439,0.27241
34.261,-4.4402,10.529,0.8036
34.29,-5.5162,10.42,1.2667
34.321,-6.1292,10.61,2.3427
34.35,-7.8181,11.414,2.5334
34.381,-7.0826,11.727,-0.50395
34.41,-3.6366,10.529,-1.8387
34.442,-1.1169,8.1995,-2.5334
34.47,-1.0351,6.7829,-3.0646
34.512,-2.261,6.5514,-2.4108
34.551,-4.2087,8.0088,-2.0703
34.58,-3.9499,8.7715,-1.7979
34.61,-3.6775,9.1937,-0.50395
34.64,-3.1735,9.3027,0.42223
34.67,-2.3699,8.8124,0.23155
34.709,-2.5606,8.1995,0.081722
34.741,-3.8273,7.6274,0.84446
34.771,-4.4402,7.464,1.076
34.801,-4.0997,7.5865,0.8036
34.83,-3.7592,7.464,0.76274
34.861,-4.0997,7.6683,0.14982
34.89,-4.6309,8.9213,-0.8036
34.921,-5.0531,10.338,-1.076
34.95,-5.1349,9.4253,-0.46309
34.98,-7.355,10.46,0.8036
35.01,-8.4991,13.062,0.27241
35.041,-5.598,11.877,-1.6072
35.07,-2.6015,9.112,-1.4574
35.1,-1.9886,7.8862,-1.076
35.13,-2.5606,8.1177,-0.27241
35.161,-2.3018,9.0439,-0.19068
35.19,-0.72188,10.079,-0.95342
35.231,-0.42223,9.8066,-1.9205
35.26,-2.4925,7.7364,-0.50395
35.378,-4.018,7.2733,0.27241
35.41,-4.8625,10.992,0.84446
35.442,-5.8567,11.223,1.2667
35.482,-6.5105,12.027,2.152
35.531,-5.7069,11.795,-0.50395
35.56,-1.757,8.4719,-1.9477
35.591,-1.1441,6.6331,-2.3699
35.63,-2.5606,5.9385,-2.7241
35.668,-4.1814,8.1995,-3.0237
35.703,-4.4402,9.5342,-2.3018
